Data;Tmax;Tmin;I;Tmean;UR;V
"""2004-09-28""";33.4;19.9;9.9;26.0;31.25;2.1333330000000004
"""2004-09-29""";33.7;19.3;0.2;26.46;32.0;1.366667
"""2004-09-30""";NA;NA;9.6;22.96;56.25;3.766667
"""2004-01-10""";26.1;17.9;6.8;21.76;56.25;3.3
"""2004-02-10""";29.9;18.8;8.4;22.24;67.75;2.333333
"""2004-03-10""";30.2;17.5;6.3;21.32;71.75;2.8666669999999996
"""2004-04-10""";20.1;16.5;0.0;18.14;88.0;1.0
"""2004-05-10""";28.9;17.3;10.3;22.76;59.25;1.166667
"""2004-06-10""";28.8;17.7;10.6;21.52;60.0;1.7333330000000002
"""2004-07-10""";26.1;15.3;6.6;19.22;65.0;1.633333
"""2004-08-10""";28.7;13.5;10.8;21.04;42.75;1.533333
"""2004-09-10""";31.8;17.3;10.6;23.84;47.75;2.3666669999999996
"""2004-10-10""";32.2;19.5;7.2;25.52;48.5;0.633333
"""2004-11-10""";26.3;20.4;0.1;22.22;78.5;1.1
"""2004-12-10""";25.6;19.1;1.0;22.12;70.75;2.333333
"""2004-10-13""";26.8;19.7;0.7;23.12;64.5;1.466667
"""2004-10-14""";31.1;20.6;5.1;24.96;56.5;1.533333
"""2004-10-15""";28.4;21.3;9.4;24.2;59.5;3.5333330000000003
"""2004-10-16""";29.2;20.5;8.7;23.76;48.5;1.9333330000000002
"""2004-10-17""";30.3;19.7;9.0;24.36;55.5;1.7
"""2004-10-18""";31.6;21.8;10.1;25.7;44.0;2.8666669999999996
"""2004-10-19""";31.1;21.0;5.3;25.7;43.0;1.033333
"""2004-10-20""";29.0;19.7;9.2;22.52;61.5;2.8
"""2004-10-21""";26.0;17.4;9.9;20.08;72.75;3.62888
"""2004-10-22""";25.9;17.0;8.3;20.7;59.25;3.1
"""2004-10-23""";26.8;17.3;9.0;21.58;51.0;3.1
"""2004-10-24""";30.9;18.7;6.2;24.1;51.0;1.7666669999999998
"""2004-10-25""";30.4;20.3;5.1;23.64;66.0;1.2
"""2004-10-26""";28.5;19.7;6.8;23.64;68.75;2.266667
"""2004-10-27""";30.4;20.3;7.0;25.16;55.25;0.933333
"""2004-10-28""";28.5;19.8;4.0;21.8;64.75;3.5
"""2004-10-29""";25.5;17.9;5.6;20.98;64.75;2.066667
"""2004-10-30""";29.9;18.1;10.5;23.7;52.0;2.3666669999999996
"""2004-10-31""";32.8;19.7;10.7;26.42;45.0;1.833333
"""2004-01-11""";31.9;19.3;7.7;23.46;69.75;0.833333
"""2004-02-11""";29.5;19.1;7.6;23.62;55.5;2.0333330000000003
"""2004-03-11""";28.6;19.1;10.9;23.72;48.75;1.133333
"""2004-04-11""";31.5;19.4;9.6;25.0;53.0;2.3
"""2004-05-11""";32.3;21.5;8.4;26.38;49.75;1.366667
"""2004-06-11""";33.1;21.3;9.0;25.06;58.5;1.633333
"""2004-07-11""";27.8;19.6;1.2;22.86;66.75;2.933333
"""2004-08-11""";24.1;17.5;4.7;20.58;69.25;1.533333
"""2004-09-11""";27.9;17.7;11.3;22.74;54.75;3.433333
"""2004-10-11""";30.4;19.3;11.2;24.36;52.25;0.933333
"""2004-11-11""";32.2;20.1;10.4;26.52;41.25;2.066667
"""2004-12-11""";30.4;21.3;7.0;23.84;69.75;2.9
"""2004-11-13""";32.3;19.7;10.5;25.5;44.75;1.9666669999999997
"""2004-11-14""";27.7;19.7;10.0;22.58;63.5;4.8
"""2004-11-15""";26.8;19.3;3.7;21.6;67.5;1.466667
"""2004-11-16""";25.1;19.2;0.5;21.76;72.75;1.366667
"""2004-11-17""";27.8;19.5;2.4;23.12;79.25;0.633333
"""2004-11-18""";28.1;18.7;1.5;22.74;83.0;1.033333
"""2004-11-19""";26.7;19.7;0.9;22.18;87.5;1.366667
"""2004-11-20""";28.4;18.3;8.2;23.0;65.25;1.7
"""2004-11-21""";26.0;18.3;9.9;20.96;71.75;2.733333
"""2004-11-22""";26.2;18.5;8.5;21.44;63.5;1.8666669999999999
"""2004-11-23""";28.4;17.4;10.4;22.06;52.75;2.4666669999999997
"""2004-11-24""";27.4;17.5;11.7;21.88;60.0;2.1
"""2004-11-25""";30.4;18.8;11.8;24.1;51.0;2.6333330000000004
"""2004-11-26""";30.6;19.9;10.4;24.84;50.0;1.466667
"""2004-11-27""";31.4;20.3;8.4;25.24;50.5;1.266667
"""2004-11-28""";28.6;21.0;4.6;23.94;69.75;3.733333
"""2004-11-29""";26.3;18.9;0.8;21.28;86.0;1.666667
"""2004-11-30""";23.7;19.3;0.0;20.7;88.0;0.733333
"""2004-01-12""";24.5;18.3;1.2;21.18;72.75;1.466667
"""2004-02-12""";22.1;17.9;0.0;19.64;76.0;3.1333330000000004
"""2004-03-12""";23.8;17.9;1.0;20.32;75.75;3.066667
"""2004-04-12""";30.4;17.9;10.1;24.2;61.5;1.233333
"""2004-05-12""";32.6;20.3;8.3;24.08;69.75;1.133333
"""2004-06-12""";31.6;19.1;5.8;23.38;70.0;1.3
"""2004-07-12""";30.1;19.1;6.1;23.7;68.5;1.2
"""2004-08-12""";29.1;18.7;9.2;23.62;65.75;1.7666669999999998
"""2004-09-12""";29.4;19.5;4.9;23.36;73.75;0.8
"""2004-10-12""";29.4;20.7;3.3;23.4;75.25;2.066667
"""2004-11-12""";23.7;19.0;0.2;20.92;86.25;2.166667
"""2004-12-12""";22.3;18.4;0.1;19.78;91.0;1.7
"""2004-12-13""";28.6;18.3;7.3;22.98;66.5;1.1
"""2004-12-14""";29.6;18.5;8.0;23.4;67.75;2.0333330000000003
"""2004-12-15""";27.9;18.5;6.1;23.1;67.75;0.766667
"""2004-12-16""";30.3;19.7;8.2;23.86;62.5;1.666667
"""2004-12-17""";30.6;20.1;8.5;24.56;64.75;1.666667
"""2004-12-18""";29.4;20.0;7.4;23.86;69.0;1.533333
"""2004-12-19""";24.1;19.6;0.2;21.88;87.0;1.133333
"""2004-12-20""";25.7;20.5;1.1;22.52;88.0;0.5
"""2004-12-21""";25.8;18.8;0.7;21.36;91.75;1.3
"""2004-12-22""";23.7;18.1;0.2;20.08;83.0;0.9
"""2004-12-23""";23.5;17.7;0.0;20.34;88.75;1.233333
"""2004-12-24""";22.8;18.5;0.0;20.36;90.5;0.866667
"""2004-12-25""";28.7;17.9;5.8;22.98;70.0;1.0
"""2004-12-26""";32.5;20.0;11.7;26.34;58.25;1.333333
"""2004-12-27""";30.0;19.9;9.1;24.8;61.25;0.9
"""2004-12-28""";31.6;19.0;11.0;22.86;73.25;2.5
"""2004-12-29""";28.6;19.1;6.7;22.86;77.0;1.066667
"""2004-12-30""";29.8;21.2;3.7;24.5;70.5;1.1
"""2004-12-31""";28.6;20.9;2.9;23.68;73.0;0.966667
"""2005-01-01""";30.8;19.9;10.3;24.3;57.5;1.366667
"""2005-02-01""";25.6;19.5;2.2;21.6;72.0;1.533333
"""2005-03-01""";28.4;19.1;9.5;22.72;64.75;2.0333330000000003
"""2005-04-01""";26.4;20.1;2.9;22.0;76.25;1.033333
"""2005-05-01""";26.9;18.4;3.7;21.48;81.5;1.433333
"""2005-06-01""";25.9;18.5;2.2;22.26;78.25;1.1
"""2005-07-01""";28.4;20.5;3.1;23.16;77.0;1.166667
"""2005-08-01""";27.8;19.7;2.5;23.04;82.0;1.133333
"""2005-09-01""";31.5;19.9;1.9;25.62;61.5;1.9666669999999997
"""2005-10-01""";30.8;20.5;7.0;25.52;62.25;1.266667
"""2005-11-01""";30.8;22.5;3.8;26.16;62.75;2.5333330000000003
"""2005-12-01""";26.6;19.9;0.1;21.66;85.5;1.366667
"""2005-01-13""";31.2;19.5;9.3;24.32;65.75;2.233333
"""2005-01-14""";29.8;19.7;10.7;23.96;65.5;1.1
"""2005-01-15""";28.3;21.4;6.7;25.62;59.0;1.2
"""2005-01-16""";30.2;22.1;7.1;25.56;74.0;1.9666669999999997
"""2005-01-17""";26.0;19.9;0.0;22.56;84.25;1.166667
"""2005-01-18""";28.6;20.6;2.4;23.0;88.5;0.933333
"""2005-01-19""";23.1;19.9;0.0;20.74;93.25;0.7
"""2005-01-20""";29.0;18.9;5.4;24.48;72.75;1.133333
"""2005-01-21""";27.2;18.8;0.8;22.54;77.5;0.9
"""2005-01-22""";31.4;19.7;7.0;24.92;68.5;1.166667
"""2005-01-23""";32.5;19.9;11.5;26.54;58.5;1.066667
"""2005-01-24""";30.4;22.1;5.2;26.3;64.75;1.4
"""2005-01-25""";31.6;20.1;9.7;24.88;67.25;1.466667
"""2005-01-26""";29.4;21.9;2.5;24.22;76.0;2.4666669999999997
"""2005-01-27""";23.9;19.6;0.0;21.44;84.75;1.9
"""2005-01-28""";27.4;19.7;3.9;22.68;75.0;2.1
"""2005-01-29""";26.0;19.6;1.3;21.82;82.75;1.5
"""2005-01-30""";26.0;20.1;0.2;22.06;78.25;1.6
"""2005-01-31""";28.2;19.7;4.9;23.64;70.5;0.933333
"""2005-01-02""";25.6;19.6;2.8;21.14;80.5;1.54332
"""2005-02-02""";22.4;17.5;0.0;19.82;90.0;1.233333
"""2005-03-02""";29.8;18.6;8.1;23.24;74.75;1.8666669999999999
"""2005-04-02""";32.2;20.5;10.3;25.74;56.75;2.0
"""2005-05-02""";27.3;20.6;1.5;22.74;82.5;1.266667
"""2005-06-02""";29.6;19.8;9.5;23.42;76.5;1.07148
"""2005-07-02""";25.8;15.9;9.1;20.72;59.0;2.066667
"""2005-08-02""";25.9;16.4;10.6;20.66;57.25;2.4666669999999997
"""2005-09-02""";25.1;16.1;9.1;20.7;59.0;1.8
"""2005-10-02""";26.7;15.8;7.8;20.76;64.75;1.9333330000000002
"""2005-11-02""";28.9;17.3;11.2;24.18;54.0;2.0333330000000003
"""2005-12-02""";29.4;20.9;7.5;24.44;68.0;1.8
"""2005-02-13""";30.8;20.6;8.1;23.94;65.5;2.1
"""2005-02-14""";30.5;19.5;11.0;24.84;53.75;1.9666669999999997
"""2005-02-15""";30.2;20.5;7.9;25.2;61.0;1.366667
"""2005-02-16""";28.5;21.1;8.4;24.34;66.75;1.8
"""2005-02-17""";30.5;21.3;7.3;24.34;74.25;1.1
"""2005-02-18""";29.8;20.3;8.2;23.52;78.0;1.1
"""2005-02-19""";28.2;19.1;3.8;22.12;83.75;1.466667
"""2005-02-20""";30.7;18.6;10.8;24.28;61.0;2.0
"""2005-02-21""";28.6;19.1;8.6;23.48;60.0;1.1
"""2005-02-22""";30.3;19.7;10.2;24.32;60.5;1.466667
"""2005-02-23""";31.6;19.5;9.8;25.72;60.0;1.233333
"""2005-02-24""";30.6;21.1;7.0;25.56;63.75;1.466667
"""2005-02-25""";31.5;21.7;5.5;25.26;61.75;1.6
"""2005-02-26""";29.0;19.3;3.0;23.4;79.0;2.6333330000000004
"""2005-02-27""";31.2;20.0;9.9;24.02;71.0;1.9333330000000002
"""2005-02-28""";29.8;20.9;2.8;24.54;78.0;0.666667
"""2005-01-03""";28.7;21.0;2.2;23.46;77.0;0.633333
"""2005-02-03""";23.1;18.3;0.0;19.74;89.0;1.533333
"""2005-03-03""";19.9;17.5;0.0;18.6;94.0;1.366667
"""2005-04-03""";22.7;17.9;0.0;19.58;92.75;1.2
"""2005-05-03""";24.1;17.9;1.5;20.44;90.0;0.5
"""2005-06-03""";29.6;18.7;9.5;23.68;74.25;0.6
"""2005-07-03""";30.9;20.3;10.4;23.94;70.75;1.7333330000000002
"""2005-08-03""";28.8;20.7;6.4;24.46;71.0;1.8
"""2005-09-03""";30.4;19.7;7.2;24.38;77.0;0.833333
"""2005-10-03""";30.3;21.3;6.6;24.42;77.25;1.1
"""2005-11-03""";28.4;20.6;2.5;23.18;81.75;1.233333
"""2005-12-03""";31.0;19.9;8.3;25.4;68.5;0.7
"""2005-03-13""";31.8;21.6;10.1;25.82;62.25;1.7
"""2005-03-14""";30.2;21.5;8.8;25.24;68.75;1.633333
"""2005-03-15""";29.0;20.1;3.6;23.28;80.25;1.0
"""2005-03-16""";29.8;19.5;5.4;23.24;77.5;0.533333
"""2005-03-17""";29.1;20.7;5.8;23.66;77.0;1.366667
"""2005-03-18""";29.4;19.3;3.9;22.84;80.75;0.9
"""2005-03-19""";28.7;19.4;4.2;23.6;81.75;0.8
"""2005-03-20""";25.9;19.4;0.3;22.14;82.25;0.933333
"""2005-03-21""";27.7;20.0;3.6;23.86;78.5;1.3
"""2005-03-22""";29.8;21.2;8.2;24.62;72.75;1.9
"""2005-03-23""";29.6;20.8;10.2;24.54;73.0;1.9333330000000002
"""2005-03-24""";31.0;19.7;10.1;25.12;75.25;1.366667
"""2005-03-25""";26.7;20.9;3.5;22.66;85.0;1.7666669999999998
"""2005-03-26""";25.9;18.9;5.8;21.9;80.5;1.633333
"""2005-03-27""";26.4;19.7;5.2;22.32;86.25;1.333333
"""2005-03-28""";27.4;19.5;10.1;22.36;74.0;2.3666669999999996
"""2005-03-29""";27.0;19.5;7.4;22.64;71.5;2.066667
"""2005-03-30""";29.2;19.5;7.2;23.28;72.25;1.533333
"""2005-03-31""";30.0;20.1;8.6;23.84;71.25;2.0333330000000003
"""2005-01-04""";28.3;20.2;8.8;23.58;72.5;3.166667
"""2005-02-04""";27.8;20.1;8.5;23.3;77.5;1.166667
"""2005-03-04""";30.2;19.9;9.7;24.2;69.0;1.566667
"""2005-04-04""";30.7;19.5;8.3;24.9;67.75;0.866667
"""2005-05-04""";30.6;21.1;9.4;25.64;69.0;1.433333
"""2005-06-04""";29.2;21.7;9.0;24.9;70.0;1.5
"""2005-07-04""";28.7;21.5;8.4;24.1;74.25;1.566667
"""2005-08-04""";29.4;21.1;8.3;24.76;73.75;1.2
"""2005-09-04""";30.0;20.3;9.6;24.66;67.75;2.266667
"""2005-10-04""";29.0;20.9;9.5;24.16;70.0;2.1
"""2005-11-04""";28.4;20.5;9.4;23.8;70.75;1.9666669999999997
"""2005-12-04""";29.3;20.1;9.5;24.14;68.75;2.5
"""2005-04-13""";29.3;20.0;9.6;24.04;67.0;0.866667
"""2005-04-14""";28.9;20.9;7.6;23.7;69.0;2.3
"""2005-04-15""";28.4;20.1;7.1;23.8;71.0;1.4
"""2005-04-16""";29.0;19.9;9.0;23.9;67.25;1.433333
"""2005-04-17""";28.8;19.5;7.1;23.34;97.75;1.3
"""2005-04-18""";28.1;19.3;7.9;23.58;67.25;2.4666669999999997
"""2005-04-19""";26.8;19.7;8.6;22.98;70.25;2.0333330000000003
"""2005-04-20""";28.4;19.2;6.4;23.52;75.25;0.533333
"""2005-04-21""";30.3;19.5;8.4;24.32;72.75;1.466667
"""2005-04-22""";30.7;18.9;9.1;23.66;74.5;1.166667
"""2005-04-23""";28.0;19.9;6.3;23.54;76.5;1.033333
"""2005-04-24""";28.9;19.5;8.7;23.76;72.0;1.566667
"""2005-04-25""";27.8;20.0;3.6;23.32;75.75;0.933333
"""2005-04-26""";25.7;18.1;0.6;20.6;87.0;1.833333
"""2005-04-27""";21.5;16.5;0.2;18.3;78.75;2.066667
"""2005-04-28""";23.3;16.8;3.9;19.72;82.25;2.233333
"""2005-04-29""";27.0;17.9;4.8;21.58;81.0;0.866667
"""2005-04-30""";24.9;18.3;1.9;20.8;86.5;0.733333
"""2005-01-05""";25.1;16.3;9.0;18.94;70.5;1.9333330000000002
"""2005-02-05""";24.8;14.5;7.5;18.64;72.0;1.333333
"""2005-03-05""";24.0;14.9;8.1;18.6;58.75;1.9
"""2005-04-05""";24.5;15.1;9.2;18.68;63.0;0.966667
"""2005-05-05""";24.7;14.5;9.3;19.42;62.0;1.366667
"""2005-06-05""";25.1;15.5;8.9;19.78;66.25;2.1333330000000004
"""2005-07-05""";26.9;15.7;8.4;20.9;63.75;1.5
"""2005-08-05""";26.6;17.0;9.3;20.8;66.0;1.5
"""2005-09-05""";25.5;18.3;5.0;21.06;69.5;1.833333
"""2005-10-05""";24.2;18.4;5.4;21.12;70.75;2.266667
"""2005-11-05""";27.2;19.1;8.1;21.94;66.25;1.633333
"""2005-12-05""";26.8;18.2;8.9;22.34;65.5;2.3
"""2005-05-13""";26.2;18.9;9.0;21.82;62.5;3.1333330000000004
"""2005-05-14""";25.3;18.7;8.5;21.08;67.25;1.9333330000000002
"""2005-05-15""";25.6;17.0;9.2;20.94;66.25;1.8666669999999999
"""2005-05-16""";26.0;18.7;5.4;21.46;69.0;1.0
"""2005-05-17""";28.0;17.7;8.8;22.44;66.25;0.966667
"""2005-05-18""";27.1;18.3;8.9;22.14;65.75;1.533333
"""2005-05-19""";28.8;18.3;8.2;22.92;63.25;1.033333
"""2005-05-20""";29.4;18.5;8.7;23.5;60.75;1.066667
"""2005-05-21""";28.5;18.4;8.4;23.46;57.25;1.133333
"""2005-05-22""";25.9;19.0;1.3;22.0;67.5;0.766667
"""2005-05-23""";22.9;17.7;0.0;19.68;85.0;0.4
"""2005-05-24""";23.5;18.3;2.2;20.42;82.0;1.166667
"""2005-05-25""";25.9;16.6;1.1;19.6;86.25;1.133333
"""2005-05-26""";22.9;15.8;5.3;18.64;79.0;0.733333
"""2005-05-27""";23.7;15.7;8.9;18.76;69.75;2.1333330000000004
"""2005-05-28""";21.3;15.7;6.2;18.3;64.25;1.8
"""2005-05-29""";24.5;14.1;6.5;19.46;71.75;1.066667
"""2005-05-30""";22.9;16.5;6.4;19.06;75.75;1.833333
"""2005-05-31""";23.5;17.7;6.3;19.86;75.5;1.7666669999999998
"""2005-01-06""";23.3;16.7;5.6;19.96;67.75;1.7333330000000002
"""2005-02-06""";21.9;16.7;2.0;18.66;76.5;2.0333330000000003
"""2005-03-06""";24.1;15.3;7.4;19.62;73.75;2.0
"""2005-04-06""";23.1;16.5;8.8;19.32;66.75;1.7666669999999998
"""2005-05-06""";23.9;16.5;8.0;19.62;66.5;2.1333330000000004
"""2005-06-06""";23.0;16.7;4.0;18.96;73.0;1.433333
"""2005-07-06""";23.3;16.3;6.6;18.92;72.25;1.4
"""2005-08-06""";23.9;16.3;8.6;19.72;61.5;1.466667
"""2005-09-06""";23.8;16.9;8.7;19.44;57.25;2.333333
"""2005-10-06""";24.4;16.0;4.5;19.24;67.0;1.7666669999999998
"""2005-11-06""";23.3;16.5;9.3;19.06;65.5;2.3666669999999996
"""2005-12-06""";24.1;16.5;9.0;19.54;63.5;2.166667
"""2005-06-13""";25.0;16.5;8.6;19.92;62.0;1.533333
"""2005-06-14""";25.3;15.4;7.8;20.12;60.25;2.066667
"""2005-06-15""";23.7;17.5;8.1;20.24;65.25;1.8666669999999999
"""2005-06-16""";24.6;16.7;7.3;19.86;66.25;0.866667
"""2005-06-17""";27.0;16.0;7.5;21.0;57.75;1.266667
"""2005-06-18""";27.6;16.3;8.4;21.52;53.75;1.633333
"""2005-06-19""";24.8;16.7;7.9;19.36;72.5;1.2
"""2005-06-20""";27.4;16.7;8.0;21.68;62.5;1.7
"""2005-06-21""";23.9;17.3;3.3;19.26;68.5;1.7
"""2005-06-22""";20.7;15.2;3.0;16.84;73.5;2.5
"""2005-06-23""";20.3;14.1;3.1;16.62;69.0;2.1
"""2005-06-24""";23.9;13.6;8.8;18.2;58.75;1.1
"""2005-06-25""";23.3;14.2;9.1;18.2;57.75;1.033333
"""2005-06-26""";23.8;15.0;9.1;18.34;61.75;1.433333
"""2005-06-27""";24.6;14.2;8.3;19.18;64.25;1.7
"""2005-06-28""";23.7;16.7;4.3;20.1;73.0;1.466667
"""2005-06-29""";23.7;17.3;6.6;19.76;72.0;1.7666669999999998
"""2005-06-30""";26.6;17.0;7.6;20.58;65.5;0.5
"""2005-01-07""";26.2;16.9;8.8;21.2;62.0;1.7666669999999998
"""2005-02-07""";25.5;16.7;9.1;20.34;58.25;1.2
"""2005-03-07""";25.7;15.4;8.9;19.92;48.25;1.266667
"""2005-04-07""";25.4;14.6;8.8;19.48;57.5;0.533333
"""2005-05-07""";26.0;14.7;8.9;19.9;51.5;0.933333
"""2005-06-07""";26.4;15.8;7.3;20.94;52.5;1.266667
"""2005-07-07""";21.3;14.0;0.1;16.4;72.5;2.2
"""2005-08-07""";19.5;13.0;6.5;14.9;62.5;3.566667
"""2005-09-07""";20.5;11.0;7.5;14.62;51.75;2.0333330000000003
"""2005-10-07""";18.8;11.2;1.0;15.4;73.75;0.933333
"""2005-11-07""";20.1;13.4;3.7;16.4;66.0;1.6
"""2005-12-07""";22.3;14.8;5.9;17.28;61.5;2.266667
"""2005-07-13""";23.5;13.6;8.8;17.48;50.5;1.533333
"""2005-07-14""";21.9;14.8;8.9;17.66;55.5;2.1333330000000004
"""2005-07-15""";22.4;15.3;7.6;17.54;68.5;1.8666669999999999
"""2005-07-16""";24.4;14.8;8.7;18.54;63.75;2.3
"""2005-07-17""";26.7;14.7;8.8;20.26;54.5;1.333333
"""2005-07-18""";28.5;16.3;8.7;22.54;47.75;1.366667
"""2005-07-19""";23.5;17.7;0.7;19.16;69.5;0.633333
"""2005-07-20""";22.9;16.7;5.6;18.16;73.25;0.7
"""2005-07-21""";23.7;15.9;7.7;18.7;63.75;1.5
"""2005-07-22""";24.4;15.6;8.7;19.28;59.25;1.633333
"""2005-07-23""";25.2;16.0;8.8;19.7;58.25;0.366667
"""2005-07-24""";25.6;15.6;8.6;20.16;59.75;1.6
"""2005-07-25""";27.4;16.4;8.5;21.22;54.25;1.633333
"""2005-07-26""";27.8;17.3;8.2;22.1;56.0;1.166667
"""2005-07-27""";24.7;17.5;7.9;19.82;69.5;1.9
"""2005-07-28""";25.5;16.0;7.3;20.24;62.0;1.7333330000000002
"""2005-07-29""";25.2;16.7;5.0;19.96;54.0;1.166667
"""2005-07-30""";25.2;15.8;8.6;19.92;53.75;2.233333
"""2005-07-31""";24.3;16.5;9.0;19.48;51.75;2.6333330000000004
"""2005-01-08""";24.0;14.6;9.1;18.34;54.25;1.533333
"""2005-02-08""";24.6;15.0;9.0;18.98;46.75;2.333333
"""2005-03-08""";23.1;15.2;8.0;18.98;51.75;2.1333330000000004
"""2005-04-08""";24.8;14.8;9.1;19.28;51.25;1.9333330000000002
"""2005-05-08""";23.9;15.4;9.3;19.1;54.5;1.7333330000000002
"""2005-06-08""";26.1;16.6;9.2;20.2;53.25;2.0
"""2005-07-08""";24.1;15.7;9.2;19.08;53.5;2.3666669999999996
"""2005-08-08""";25.2;15.0;8.3;19.54;49.5;2.0
"""2005-09-08""";25.4;17.3;7.1;20.3;52.0;0.7
"""2005-10-08""";26.6;15.7;6.9;20.64;57.75;1.533333
"""2005-11-08""";27.3;16.7;7.2;21.34;60.75;1.3
"""2005-12-08""";26.3;18.9;8.0;21.74;63.25;2.166667
"""2005-08-13""";28.3;18.7;9.4;22.24;63.5;2.0333330000000003
"""2005-08-14""";25.6;18.3;9.0;21.42;57.25;2.066667
"""2005-08-15""";25.9;18.1;9.5;21.0;55.75;2.9666669999999997
"""2005-08-16""";25.6;17.5;7.7;19.98;65.5;2.6
"""2005-08-17""";25.8;17.3;8.1;20.4;65.25;1.7
"""2005-08-18""";26.7;17.1;9.5;21.08;58.5;2.766667
"""2005-08-19""";26.0;17.3;9.8;21.08;54.25;3.1333330000000004
"""2005-08-20""";24.8;17.3;9.4;20.36;57.0;1.8666669999999999
"""2005-08-21""";25.4;16.8;9.9;20.3;48.75;2.7
"""2005-08-22""";24.8;16.4;9.6;19.86;53.0;2.5333330000000003
"""2005-08-23""";26.8;16.3;9.6;20.74;44.25;1.3
"""2005-08-24""";29.6;15.9;9.5;22.46;42.5;1.366667
"""2005-08-25""";31.3;18.2;8.8;24.26;47.5;1.466667
"""2005-08-26""";26.8;19.3;8.2;21.72;60.5;2.066667
"""2005-08-27""";27.2;18.1;6.9;22.22;49.25;1.9666669999999997
"""2005-08-28""";28.1;18.0;9.5;22.08;50.75;0.43333299999999997
"""2005-08-29""";25.1;17.5;9.6;22.74;45.5;1.2
"""2005-08-30""";33.6;19.1;9.2;25.74;41.0;1.5
"""2005-08-31""";33.4;20.9;8.1;25.8;50.25;1.666667
"""2005-01-09""";28.0;19.7;9.0;22.8;55.0;2.066667
"""2005-02-09""";29.2;19.3;5.1;22.86;65.0;1.3
"""2005-03-09""";28.8;19.9;8.9;22.66;58.0;2.6333330000000004
"""2005-04-09""";26.4;18.3;8.6;21.66;53.25;1.7666669999999998
"""2005-05-09""";25.0;18.3;2.9;21.0;63.25;1.5
"""2005-06-09""";29.4;17.9;2.6;23.58;56.75;1.1
"""2005-07-09""";29.2;14.3;7.1;20.04;71.25;1.2
"""2005-08-09""";26.8;14.0;7.4;21.06;62.75;3.8666669999999996
"""2005-09-09""";24.9;18.2;6.2;20.16;65.5;2.9666669999999997
"""2005-10-09""";26.2;17.5;8.9;20.86;62.25;3.0333330000000003
"""2005-11-09""";28.5;17.7;9.3;22.44;53.0;1.633333
"""2005-12-09""";29.5;17.9;8.0;23.46;45.0;1.533333
"""2005-09-13""";26.8;19.3;6.7;22.14;59.5;2.066667
"""2005-09-14""";24.5;17.8;2.1;20.56;66.5;3.233333
"""2005-09-15""";26.5;18.3;6.3;21.28;61.0;1.9
"""2005-09-16""";31.1;18.9;7.2;24.46;99.75;2.4666669999999997
"""2005-09-17""";28.9;21.4;5.9;24.42;57.5;1.9
"""2005-09-18""";24.6;17.7;1.1;20.02;79.75;1.2
"""2005-09-19""";24.8;18.3;2.2;20.72;72.75;0.933333
"""2005-09-20""";30.4;17.9;6.6;23.96;53.0;1.7333330000000002
"""2005-09-21""";29.6;17.3;10.2;21.76;50.5;1.7
"""2005-09-22""";27.3;16.3;8.5;21.58;51.0;1.566667
"""2005-09-23""";27.2;18.5;5.0;21.3;63.0;2.733333
"""2005-09-24""";29.1;18.0;7.3;22.84;61.0;2.0
"""2005-09-25""";28.0;19.0;3.4;21.84;75.25;1.133333
"""2005-09-26""";23.6;18.7;0.0;21.24;81.5;0.566667
"""2005-09-27""";21.9;16.7;0.0;18.12;76.0;1.8
"""2005-09-28""";21.5;15.4;0.7;17.78;71.5;2.833333
"""2005-09-29""";25.1;15.4;6.5;19.36;63.25;2.233333
"""2005-09-30""";27.2;16.0;6.9;20.94;55.75;2.1333330000000004
"""2005-01-10""";29.6;17.7;10.0;22.8;52.75;1.1
"""2005-02-10""";27.4;20.1;3.0;22.14;62.0;2.066667
"""2005-03-10""";24.8;18.8;7.0;20.62;68.25;2.7
"""2005-04-10""";29.2;17.9;10.6;22.64;58.5;1.7333330000000002
"""2005-05-10""";30.2;19.3;7.8;24.32;55.0;2.8
"""2005-06-10""";29.7;21.7;6.6;24.7;62.25;1.9333330000000002
"""2005-07-10""";29.0;21.6;6.3;24.12;50.25;1.833333
"""2005-08-10""";29.0;19.9;10.8;23.32;41.5;3.3
"""2005-09-10""";31.0;18.9;10.7;24.1;48.25;1.5
"""2005-10-10""";30.2;20.1;10.8;23.92;43.25;2.5
"""2005-11-10""";30.4;20.1;10.7;24.16;44.5;2.666667
"""2005-12-10""";31.9;20.0;10.9;25.12;41.5;2.4
"""2005-10-13""";31.6;21.1;10.7;25.58;40.0;2.1
"""2005-10-14""";33.6;21.5;8.7;27.2;38.25;1.533333
"""2005-10-15""";34.3;22.4;9.9;28.38;33.75;1.1
"""2005-10-16""";31.5;21.6;10.5;26.04;45.5;3.2
"""2005-10-17""";34.6;22.4;10.6;27.78;26.75;1.833333
"""2005-10-18""";34.9;22.3;10.5;28.34;27.0;1.533333
"""2005-10-19""";28.8;20.3;6.6;22.86;64.25;3.2
"""2005-10-20""";26.9;19.5;2.6;22.62;50.25;2.5333330000000003
"""2005-10-21""";29.6;19.7;9.9;23.76;39.25;2.733333
"""2005-10-22""";28.9;19.7;3.9;24.22;48.75;2.3
"""2005-10-23""";30.8;21.9;4.5;24.96;54.25;1.433333
"""2005-10-24""";29.5;22.3;6.7;25.06;56.5;3.2
"""2005-10-25""";28.6;21.8;0.8;25.12;52.5;1.033333
